ds,y
             2008 09 04,0.01451
             2007 03 09,0.05913
             2006 08 30,0.03165
             2002 09 11,0.08251
             2000 04 03,0.01109
             1991 10 03,0.11106
             2010 09 03,0.06433
             2010 07 18,0.11138
             2009 05 16,0.08777
             2007 01 10,0.01302
             2005 12 29,0.03723
             2003 08 22,0.00135
             2012 09 24,0.1673
             2003 06 22,0.21511
             2002 01 12,0.31074
             2000 08 01,0.20989
             2000 05 29,0.04717
             2005 07 05,0.00835
             2002 08 07,0.02903
             2001 12 23,0.07197
             1999 04 14,0.06396
             1993 04 15,0.14052
             2008 10 02,0.14476
             2007 08 09,0.25725
             2006 05 31,0.53063
             2004 05 16,0.18633
             2004 05 09,0.28602
             2003 05 29,0.30002
             2011 01 16,0.09385
             2010 04 25,0.00799
             2010 02 02,0.14544
             2008 04 28,0.18088
             2006 04 26,0.0905
             2005 10 25,0.08205
             2003 05 07,0.14284
             2007 04 18,0.14595
             2008 04 14,0.21823
             2007 09 13,0.11957
             2005 12 29,0.08763
             1996 04 15,0.06067
             2011 08 30,0.01858
             2008 10 06,0.01673
             2008 01 19,0.25283
             2006 02 23,0.01624
             2004 09 15,0.118
             2003 11 20,0.3044
             2003 06 26,0.00284
             2003 02 22,0.2872
             2002 09 26,0.00222
             1998 05 24,0.01805
             2010 06 06,0.02897
             2009 01 29,0.20729
             2008 12 02,0.00472
             2008 03 02,0.27632
             2006 05 06,0.06688
             2005 03 14,0.01684
             2004 02 17,0.1308
             2002 11 23,0.13104
             2002 06 01,0.00721
             2001 03 01,0.02914
             2003 12 15,0.01263
             2003 04 05,0.02253
             1996 01 12,0.00477
             1990 09 22,0.03081
             2010 04 28,0.10492
             2010 02 13,0.0116
             2007 06 15,0.0881
             2006 04 25,0.11672
             2003 12 18,0.22752
             2003 10 16,0.22956
             1997 11 26,0.05098
             2008 10 07,0.08984
             2007 06 07,0.03654
             2006 11 11,0.24912
             2005 12 04,0.01892
             2002 11 24,0.01936
             2000 09 03,0.14229
             1995 07 25,0.291
             2009 02 14,0.05792
             2007 10 13,0.0308
             2007 08 08,0.03176
             2006 11 14,0.00806
             2006 11 11,0.00978
             2005 06 02,0.05197
             2004 10 18,0.01811
             2004 04 18,0.00951
             2002 01 09,0.17892
             1999 10 04,0.18619
             2011 09 24,0.00232
             2007 02 10,0.00162
             2006 05 20,0.41346
             2000 12 28,0.33514
             1998 08 27,0.21185
             2010 07 09,0.27471
             2010 06 04,0.3694
             2009 09 18,0.12695
             2009 06 19,0.04134
             2008 02 28,0.00883
             2004 03 22,0.03509
             2001 05 21,0.0095
             2011 01 08,0.00066
             2010 07 20,0.1592
             2008 06 30,0.13403
             2007 06 21,0.03327
             2004 10 08,0.01915
             2004 06 09,0.02751
             2009 07 02,0.44135
             2009 01 02,0.02217
             2008 07 28,0.03227
             2008 03 09,0.13458
             2005 08 01,0.04262
             2005 05 10,0.02897
             2004 12 14,0.00831
             2004 05 30,0.31383
             2004 03 23,0.02084
             2002 08 19,0.05039
             2002 07 13,0.0281
             2002 05 18,0.06445
             2002 04 03,0.05248
             2001 04 14,0.00485
             2000 04 03,0.08834
             2000 02 08,0.02193
             1998 07 21,0.04036
             2009 10 19,0.12086
             2008 03 11,0.2508
             2007 12 28,0.04751
             2007 11 04,0.05338
             2007 05 11,0.06523
             2007 03 16,0.09895
             2002 05 07,0.06869
             1988 10 05,0.00579
             2009 12 17,0.01307
             2009 03 17,0.12155
             2009 02 13,0.03525
             2008 02 10,0.02827
             2007 07 15,0.03981
             2007 03 14,0.13342
             2005 03 11,0.03991
             2005 03 08,0.05617
             2005 03 04,0.05692
             2004 12 12,0.00808
             2004 01 30,0.00925
             2000 03 04,0.00749
             1999 12 31,0.0065
             1999 12 20,0.04051
             1999 04 20,0.11481
             1998 08 19,0.00437
             2010 08 21,0.06052
             2006 09 18,0.10677
             2006 01 26,0.20688
             2002 02 22,0.00803
             2001 12 17,0.12457
             1999 02 09,0.19297
             2007 01 13,0.04777
             2005 10 04,0.05497
             2005 03 01,0.23376
             2004 12 20,0.13742
             2004 12 10,0.27334
             2004 09 21,0.26957
             2003 04 04,0.32422
             2002 01 05,0.0048
             2000 03 03,0.04361
             2009 11 25,0.15778
             2009 11 22,0.19843
             2008 08 21,0.03027
             2007 09 27,0.10965
             2007 01 25,0.40667
             2006 12 26,0.03745
             2006 12 01,0.0943
             2005 09 26,0.49027
             2005 01 16,0.0456
             2001 09 21,0.22928
             2007 04 20,0.1032
             1998 04 19,0.01151
             2009 09 25,0.14753
             2009 04 29,0.14731
             2008 12 31,0.0063
             2006 02 03,0.05868
             2005 09 24,0.18994
             2005 09 24,0.12764
             2001 09 23,0.03107
             2000 09 20,0.087
             1999 10 02,0.19782
             1998 08 17,0.01671
             1996 12 02,0.24204
             2003 01 07,0.13364
             2010 11 02,0.33224
             2008 12 31,0.07135
             2006 05 31,0.01384
             2005 08 03,0.01838
             2005 06 17,0.25623
             2004 10 07,0.13864
             2009 11 11,0.07393
             2008 01 10,0.00147
             2007 06 23,0.16306
             2005 03 16,0.09754
             2004 02 07,0.02338
             1984 08 27,0.13405
             2008 11 08,0.08418
             2006 05 26,0.0003
             2004 06 08,0.56329
             2004 05 01,0.13768
             2003 05 22,0.02659
             2002 01 03,0.09097
             2001 05 15,0.08288
             1999 11 05,0.09347
             2001 08 19,0.23277
             2001 07 20,0.24508
             2000 09 30,0.04648
             1998 11 10,0.05162
             2003 10 23,0.1363
             2003 04 29,0.14124
             2001 03 18,0.10137
             2000 02 26,0.12565
             2007 02 17,0.08943
             2005 01 07,0.08318
             2003 03 24,0.20352
             2002 02 21,0.04005
             2005 07 02,0.02243
             2005 02 06,0.02045
             2005 02 04,0.14542
             2004 01 22,0.39352
             2003 01 28,0.09774
             2002 12 31,0.07229
             1997 02 02,0.09559
             1995 03 07,0.05902
             2006 01 31,0.23561
             2004 02 16,0.00911
             2004 01 31,0.03398
             2001 08 24,0.04722
             2005 12 28,0.00049
             2004 10 08,0.17152
             2004 10 04,0.15626
             2002 12 14,0.05197
             2002 01 14,0.14349
             2001 12 08,0.01761
             1960 10 22,0.0529
             2006 11 19,0.11812
             2006 09 30,0.0311
             2006 09 25,0.19033
             2005 11 03,0.30825
             2005 01 19,0.04081
             2005 01 18,0.09076
             2004 09 10,0.20715
             2004 08 25,0.11312
             2003 03 23,0.01329
             2003 03 22,0.06663
             2002 01 03,0.05714
             2001 09 27,0.35475
             2000 09 21,0.20669
             1990 10 16,0.01215
             2008 05 02,0.08619
             2006 04 06,0.12583
             1998 09 23,0.00088
             1996 09 17,0.00416
             2009 03 03,0.13875
             2008 02 02,0.04488
             2007 09 13,0.02062
             2006 11 25,0.09226
             2006 09 20,0.00018
             2006 09 16,0.46556
             2005 11 01,0.01932
             2005 01 13,0.03727
             2004 09 13,0.05283
             2001 10 10,0.04235
             2001 09 17,0.22011
             2000 09 23,0.36688
             2000 07 23,0.05386
             2000 04 07,0.10862
             1999 05 10,0.22181
             1999 03 31,0.05761
             1996 10 15,0.19767
             2006 12 16,0.10525
             2008 02 10,0.31482
             2006 07 21,0.1343
             2004 06 16,0.05504
             2002 07 17,0.29922
             2000 05 01,0.04735
             1998 05 24,0.00303
             2007 06 18,0.06907
             2007 04 24,0.28446
             2006 09 26,0.21783
             2006 03 29,0.10473
             2006 01 22,0.25262
             2006 01 21,0.1821
             2005 12 30,0.01658
             2005 11 27,0.00365
             2005 06 07,0.31099
             2005 02 09,0.20738
             2004 09 15,0.16003
             2004 03 15,0.10822
             2004 01 18,0.13105
             2002 12 27,0.34248
             2002 02 10,0.09712
             2002 01 15,0.00574
             2001 12 09,0.05936
             2001 12 07,0.09076
             2001 12 02,0.06442
             2000 12 19,0.08517
             2000 09 02,0.00731
             2008 03 29,0.10152
             2004 03 31,0.06491
             1996 09 14,0.0024
             2004 03 15,0.08999
             2003 03 27,0.03358
             2003 02 01,0.04923
             2002 05 06,0.03232
             2001 11 11,0.0013
             2001 02 16,0.10688
             2001 01 02,0.00871
             2000 03 11,0.17618
             2000 03 04,0.00124
             2005 10 21,0.46067
             2005 03 01,0.01789
             2004 01 23,0.03749
             2003 12 28,0.12605
             2003 07 20,0.30813
             2003 02 26,0.04481
             2009 05 26,0.04845
             2004 08 27,0.00791
             2003 01 27,0.13153
             2000 01 08,0.12909
             2006 01 20,0.0676
             2005 10 28,0.02335
             2004 11 03,0.18458
             2003 12 28,0.00885
             2002 10 29,0.15744
             2001 11 17,0.12156
             2001 09 26,0.40319
             2000 10 30,0.067
             1997 10 23,0.00596
             2007 09 17,0.04242
             2005 09 04,0.04045
             2005 08 31,0.06588
             2005 04 07,0.03417
             2005 04 01,0.24876
             2005 01 01,0.07506
             2004 01 19,0.08805
             2006 02 01,0.10629
             2001 12 07,0.00409
             2004 01 27,0.01178
             2003 05 28,0.09362
             1995 09 17,0.03231
             2005 10 24,0.01098
             2005 07 03,0.00799
             2004 08 20,0.047
             2003 01 25,0.30221
             1999 11 07,0.06402
             2004 09 03,0.16394
             2003 03 03,0.36231
             2000 11 21,0.19368
             2004 11 01,0.03474
             2004 10 10,0.07768
             2004 01 13,0.03142
             2001 03 23,0.00382
             2005 10 05,0.25471
             2003 03 24,0.33374
             2003 01 18,0.02966
             2002 08 05,0.14606
             2000 11 30,0.0785
             2006 11 18,0.23581
             2003 12 13,0.12593
             2001 10 12,0.0667
             2000 11 19,0.02249
             2003 11 20,0.02929
             2003 10 26,0.01517
             2002 01 07,0.1531
             2000 11 27,0.23421
             1999 12 17,0.24717
             2007 02 22,0.16937
             2002 03 21,0.09882
             1996 03 15,0.03407
             2006 01 23,0.00636
             2005 03 02,0.09616
             2004 11 01,0.02433
             2002 10 05,0.0969
             1997 10 30,0.24971
             1991 06 14,0.42988
             2006 11 23,0.06909
             2001 12 09,0.1046
             2001 06 01,0.21741
             1990 04 17,0.01943
             2005 09 28,0.02785
             2005 02 05,0.05693
             2000 08 31,0.00012
             2006 11 18,0.02337
             2006 09 18,0.03515
             2003 04 24,0.00329
             2000 07 02,0.13217
             2007 08 09,0.02419
             2004 05 15,0.12878
             2003 09 20,0.12959
             2006 03 02,0.25656
             2004 04 17,0.06066
             2002 03 09,0.07102
             2002 02 06,0.39779
             2000 02 15,0.01108
             1991 05 08,0.02119
             2006 01 05,0.01002
             2004 07 15,0.02803
             2002 01 25,0.04557
             2004 02 19,0.25271
             2003 12 17,0.05149
             2005 12 01,0.32327
             2005 09 01,0.19488
             2001 11 27,0.09629
             2007 01 10,0.00638
             2005 12 30,0.02928
             2004 04 20,0.00904
             2003 09 13,0.00588
             2002 10 02,0.02835
             2001 11 10,0.12044
             2001 10 16,0.0262
             2001 09 19,0.01719
             2000 08 04,0.22046
             1999 09 08,0.04926
             1998 11 23,0.03471
             1998 11 10,0.0259
             2002 03 09,0.07969
             2001 09 11,0.16238
             2005 08 26,0.07878
             2004 11 10,0.29925
             2003 07 01,0.03863
             2001 06 15,0.12645
             2002 12 05,0.14073
             2000 06 24,0.00927
             1996 03 26,0.08847
             2005 05 14,0.01909
             2004 04 11,0.01751
             2004 03 31,0.23759
             2004 03 29,0.07308
             2000 02 29,0.01539
             2006 05 28,0.22992
             2004 11 03,0.01024
             2003 08 25,0.04534
             2002 10 05,0.00573
             2004 12 10,0.49596
             2004 04 21,0.00894
             2003 03 08,0.00007
             2003 01 31,0.15715
             2000 02 16,0.1409
             1998 01 25,0.02316
             1996 03 24,0.02832
             2004 08 17,0.05994
             2004 01 23,0.45773
             2000 12 31,0.01932
             2004 01 31,0.10317
             2003 12 27,0.00664
             1999 11 07,0.00169
             1996 06 23,0.06797
             2004 11 18,0.02976
             2003 11 18,0.07269
             2002 12 05,0.01111
             2002 10 28,0.28755
             1989 02 27,0.04327
             2005 04 07,0.05024
             2004 09 07,0.09417
             2004 07 27,0.01686
             2004 05 15,0.03269
             2004 04 13,0.00001
             2004 03 10,0.41289
             2004 01 27,0.05504
             2003 12 18,0.00351
             2003 12 17,0.08263
             2003 09 06,0.02729
             2003 07 29,0.08965
             2003 05 22,0.15907
             2003 03 12,0.04197
             2003 03 10,0.05394
             2003 02 09,0.09205
             2002 12 28,0.02052
             2002 12 14,0.07215
             2002 09 11,0.23653
             2002 08 10,0.00305
             2002 07 21,0.02629
             2002 06 01,0.50103
             2002 04 16,0.05557
             2002 04 03,0.01538
             2002 03 15,0.06276
             2002 02 07,0.00081
             2002 01 13,0.07765
             2002 01 06,0.01056
             2001 12 22,0.02708
             2001 12 11,0.02174
             2001 10 21,0.06267
             2001 10 17,0.0308
             2001 09 11,0.19924
             2001 09 10,0.02082
             2001 07 19,0.01329
             2001 06 28,0.14617
             2001 06 06,0.10007
             2001 05 15,0.08645
             2001 03 24,0.03288
             2001 01 26,0.01449
             2000 11 01,0.10929
             2000 10 25,0.02316
             2000 10 18,0.0344
             2000 10 01,0.41057
             2000 09 03,0.00686
             2000 08 28,0.02457
             2000 06 07,0.00312
             2000 05 29,0.26946
             2000 05 02,0.10935
             2000 03 26,0.06655
             2000 03 08,0.01188
             2000 03 04,0.00108
             1999 11 05,0.07678
             1999 10 10,0.25651
             1999 10 08,0.12083
             1999 09 28,0.04967
             1999 09 13,0.08794
             1999 07 13,0.01305
             1999 05 10,0.00112
             1999 02 26,0.00087
             1999 02 11,0.05623
             1998 09 27,0.01211
             1998 09 21,0.04654
             1997 03 07,0.15125
             1996 05 08,0.01208
             1990 07 21,0.00902
             1978 02 08,0.01608
             2005 02 03,0.22
             2004 06 10,0.01682
             2002 08 12,0.21422
             2002 06 07,0.2846
             2002 04 22,0.05578
             2000 11 27,0.04815
             2000 05 22,0.52641
             2006 06 20,0.01311
             2006 04 02,0.07256
             2005 10 22,0.07787
             2005 10 01,0.11184
             2005 03 08,0.07449
             2004 12 12,0.15245
             2004 06 13,0.05813
             2004 03 27,0.1532
             2004 03 17,0.15461
             2004 03 15,0.23593
             2003 11 21,0.20306
             2003 06 26,0.01314
             2003 04 21,0.11527
             2003 02 03,0.34395
             2002 12 04,0.27015
             2002 11 14,0.03274
             2002 10 29,0.03875
             2002 10 22,0.14182
             2002 10 02,0.18297
             2002 09 30,0.00262
             2002 09 30,0.03604
             2002 09 16,0.023
             2002 09 09,0.1779
             2002 05 13,0.15722
             2002 02 12,0.42647
             2002 02 06,0.15358
             2002 02 06,0.02521
             2002 01 14,0.03173
             2002 01 13,0.08037
             2002 01 09,0.40989
             2001 11 20,0.00169
             2001 11 12,0.0641
             2001 09 07,0.13992
             2001 08 10,0.05133
             2001 07 10,0.09854
             2001 06 18,0.03877
             2001 02 15,0.1918
             2001 02 06,0.11959
             2001 01 17,0.0575
             2001 01 15,0.40075
             2000 12 28,0.03011
             2000 11 16,0.09149
             2000 05 02,0.02755
             2000 04 13,0.02576
             2000 04 04,0.0898
             2000 03 30,0.12696
             2000 02 05,0.31586
             1999 11 12,0.04805
             1999 09 07,0.01586
             1999 05 10,0.06627
             1999 04 15,0.01884
             1998 06 18,0.00161
             1998 05 27,0.00587
             1998 04 21,0.0454
             1998 03 24,0.06315
             1998 03 20,0.0076
             1992 04 24,0.12005
             1991 09 04,0.03884
             1991 01 19,0.02077
             2004 11 19,0.05544
             2004 11 07,0.00145
             2004 06 14,0.35616
             2004 03 15,0.08957
             2004 01 05,0.03309
             2003 12 26,0.10419
             2003 08 24,0.0018
             2003 06 12,0.33812
             2003 04 27,0.04952
             2003 02 11,0.00068
             2003 01 30,0.01798
             2002 08 06,0.03772
             2002 05 08,0.03969
             2002 04 30,0.02384
             2002 03 28,0.0421
             2002 03 21,0.31581
             2002 03 21,0.03596
             2002 03 15,0.00102
             2001 12 11,0.30298
             2001 12 09,0.04147
             2001 12 09,0.10252
             2001 09 29,0.01802
             2001 09 19,0.02612
             2001 09 19,0.0461
             2001 08 25,0.01025
             2001 06 16,0.01169
             2001 05 30,0.2644
             2001 05 18,0.17858
             2001 02 02,0.02434
             2001 01 23,0.1812
             2001 01 19,0.06257
             2000 12 30,0.16443
             2000 12 15,0.10454
             2000 11 27,0.14046
             2000 11 20,0.12653
             2000 11 02,0.18297
             2000 09 27,0.03683
             2000 04 28,0.02714
             2000 04 10,0.26094
             2000 04 03,0.37131
             2000 03 11,0.00853
             2000 02 08,0.10793
             2000 01 30,0.38972
             1999 10 15,0.0212
             1999 05 14,0.10748
             1999 03 16,0.19754
             1999 02 12,0.01915
             1999 01 20,0.02421
             1999 01 13,0.00027
             1998 12 17,0.38776
             1998 12 15,0.40596
             1998 12 11,0.29939
             1998 11 16,0.169
            1998 11 15,0.0688
             1998 10 19,0.05749
             1998 09 29,0.06022
             1998 04 30,0.08492
             1998 03 31,0.23582
             1998 02 09,0.01899
             1997 01 16,0.03619
             1997 01 15,0.18677
             1994 02 15,0.01249
             1994 02 03,0.01586
             2001 12 09,0.02858
             2001 08 11,0.19351
             2000 11 29,0.13277
             2000 11 26,0.12469
             1999 12 14,0.04163
             1999 09 11,0.00323
             1999 06 20,0.00179
             1983 11 01,0.17547
             2002 01 08,0.16776
             2001 05 29,0.04707
             2001 02 03,0.08312
             1999 07 18,0.36474
             1998 09 19,0.45623
             1997 01 09,0.11039
             2003 12 28,0.00136
             2003 12 21,0.03645
             2003 06 06,0.15157
             2002 12 31,0.18655
             2002 11 13,0.0301
             2002 07 09,0.00067
             2002 06 14,0.00144
             2001 10 14,0.05251
             2001 09 18,0.19801
             2001 03 31,0.00996
             2000 08 21,0.10842
             2000 05 07,0.35196
             2000 05 05,0.09721
             2000 04 30,0.10306
             2000 04 12,0.20375
             2000 04 13,0.0175
             2000 03 30,0.08092
             1999 07 14,0.02473
             1999 05 13,0.03179
             1999 02 24,0.02383
             1998 12 10,0.10815
             1998 10 27,0.03494
             1998 09 29,0.00268
             1998 07 26,0.00077
            1998 03 21,0.0212
             1993 05 24,0.00001
             1991 01 14,0.01659
             1937 10 28,0.00445
             2002 08 27,0.00685
             2001 12 13,0.02518
             2001 08 11,0.004
             2001 06 15,0.38551
             2001 05 29,0.03811
             2001 03 04,0.05798
             2001 02 01,0.02351
             2000 08 03,0.0527
             2000 07 30,0.0175
             1999 04 09,0.1925
             1998 08 20,0.07766
             1998 03 25,0.01289
             1993 08 15,0.06602
             1991 02 20,0.0397
             2001 11 18,0.33691
             2001 10 11,0.14625
             2000 08 03,0.00033
             2000 01 28,0.04602
             1999 10 03,0.04826
             1999 09 28,0.02528
             1999 06 10,0.08649
             1999 05 13,0.02346
             1998 06 29,0.1401
             1998 06 24,0.0167
             1998 05 29,0.16143
             1992 09 27,0.09681
             2001 10 14,0.10953
             2000 04 03,0.01082
             1999 04 10,0.15709
             1999 07 27,0.05632
            1999 05 05,0.3847
             1994 08 01,0.02393
             1993 11 06,0.00127
             2000 02 27,0.26671
             1999 11 01,0.22822
             1998 09 24,0.07058
             1997 12 06,0.00065
             1991 11 09,0.02608
             1999 05 12,0.00019
             1999 04 19,0.12397
             1995 10 26,0.40312
             1990 10 14,0.07003
             1950 02 22,0.04096
             1998 02 23,0.00152
             2000 12 15,0.03629
             1999 04 20,0.13123
             1999 05 17,0.1722
            1998 09 26,0.01299
             1993 01 28,0.09973
             2000 07 21,0.15152
             2000 08 08,0.01536
             1999 02 10,0.06277
             1998 11 16,0.03357
             2000 03 14,0.16779
             2000 10 21,0.08187
             1998 12 16,0.05647
             1998 11 15,0.00342
             1998 01 24,0.05235
             1992 08 29,0.13292
             1999 11 17,0.06358
             1999 11 01,0.14384
             1999 10 19,0.0708
             1998 08 25,0.01449
             1997 11 30,0.14549
             1997 10 29,0.37923
             1986 05 05,0.01479
             1997 01 20,0.01414
             1999 04 11,0.02165
             1991 01 19,0.11047
             1998 07 19,0.02797
           1990 09 25,0.06678
         1989 10 28,0.03447
             1999 02 10,0.11847
             1993 12 10,0.09666
             1992 02 09,0.11833
             1998 08 28,0.11152
           1993 11 19,0.14411
             1995 01 31,0.37486
             1994 02 10,0.06292
             1992 09 24,0.04485
             1991 03 13,0.02232
             1993 08 13,0.37458
             1987 07 29,0.08141
             1992 05 01,0.08492
             1996 03 15,0.02184
             1991 02 15,0.21937
             1994 01 05,0.10168
             1991 11 29,0.1938
             1992 10 02,0.27383
             1990 06 26,0.01687
             1994 06 15,0.15593
             1993 10 20,0.0877
             1991 02 13,0.0234
             1988 12 05,0.00665
             1994 08 09,0.00014
             1993 11 07,0.08049
             1991 11 01,0.04726
             1989 05 01,0.02251
             1992 06 04,0.09642
             1993 11 09,0.06065
            1991 05 10,0.02482
             1992 04 25,0.29013
             1989 08 31,0.02637
             1984 05 27,0.07452
             1991 10 10,0.1396
             1988 03 12,0.02408
             1991 01 14,0.3971
             1991 09 03,0.18899
             1988 11 04,0.07229
             1993 03 03,0.00545
             1974 06 26,0.16091
             1990 09 20,0.05456
             1973 07 04,0.09025
             1990 10 20,0.04452
          1991 11 07,0.05837
             1990 01 21,0.27442
             1960 09 24,0.02507
             1990 06 23,0.0264
          1989 08 09,0.02031
             1982 02 28,0.00345
          1989 03 31,0.00313
            1989 03 31,0.17423
             1987 09 22,0.04626
             1987 09 25,0.02831
           1987 05 29,0.19411
             1987 08 23,0.17002
           1982 10 11,0.09875
             1959 06 05,0.02851
           1989 01 04,0.00615
             1986 08 02,0.01914
   1979 11 15,0.043181
             1986 11 27,0.16022
            1985 08 15,0.07981
            1982 04 24,0.014011
             1981 11 04,0.10739
         1983 10 11,0.01963
             1982 01 20,0.079251
             1976 11 19,0.09331
         1978 09 27,0.116131
             1947 12 12,0.003091
          1977 04 17,0.009451
           1975 12 27,0.04441
             1936 02 12,0.01159
            1977 04 24,0.06697
             1973 03 06,0.00312
           1972 12 05,0.10213
           1971 10 26,0.156631
           1971 03 24,0.269341
           1948 03 07,0.183111
             1932 04 24,0.025731
             1948 07 17,0.05021
         1951 09 14,0.03067
             1949 06 27,0.03437
             2017 05 29,0.00021
             2017 05 27,0.02418
             2017 05 26,0.06538
             2017 05 25,0.00495
             2017 05 21,0.12286
             2017 05 22,0.06617
             2017 05 17,0.01486
             2017 05 16,0.01817
             2017 05 14,0.00436
             2017 05 03,0.01229
             2017 05 02,0.02642
             2017 04 30,0.01298
             2017 04 27,0.17713
             2017 04 26,0.01344
             2017 04 26,0.00008
             2017 04 26,0.00584
             2017 04 26,0.00082
             2017 04 22,0.00566
             2017 04 19,0.01425
             2017 04 19,0.00811
             2017 04 17,0.00985
             2017 04 17,0.02293
             2017 04 17,0.06703
             2017 04 08,0.01017
             2017 04 04,0.13367
             2017 04 03,0.01869
             2017 04 03,0.08371
             2017 04 01,0.02541
             2017 03 29,0.10858
             2017 03 29,0.07389
             2017 03 28,0.02283
             2017 03 28,0.05826
             2017 03 27,0.00224
             2017 03 27,0.01601
             2017 03 27,0.02574
             2017 03 26,0.01039
             2017 03 26,0.00068
             2017 03 25,0.00191
             2017 03 22,0.02079
             2017 03 19,0.01359
             2017 03 16,0.01525
             2017 03 18,0.04767
             2017 03 18,0.08436
             2017 03 15,0.05313
             2017 03 06,0.0297
             2017 03 04,0.03017
             2017 03 02,0.05093
             2017 02 24,0.01912
             2017 02 23,0.00101
             2017 02 22,0.16524
             2017 02 22,0.01142
             2017 02 22,0.01692
             2017 02 15,0.00162
             2017 01 31,0.05146
             2017 01 31,0.20429
             2017 01 31,0.04129
             2017 01 31,0.16589
             2017 01 30,0.00101
             2017 01 28,0.1203
             2017 01 26,0.00933
             2017 01 26,0.04824
             2017 01 27,0.00759
             2017 01 26,0.01019
             2017 01 26,0.01401
             2017 01 22,0.0106
             2017 01 04,0.14683
             2017 01 07,0.00006
             2016 12 23,0.00521
             2016 12 19,0.03155
             2016 12 18,0.00773
             2016 12 11,0.13373
             2016 12 06,0.06166
             2016 12 04,0.04359
             2016 11 18,0.08058
             2016 11 25,0.07601
             2016 11 25,0.01192
             2016 11 25,0.04122
             2016 11 24,0.00954
             2016 11 25,0.00361
             2016 11 24,0.00329
             2016 11 19,0.00401
             2016 11 18,0.00887
             2016 11 06,0.25105
             2016 11 05,0.02084
             2016 11 05,0.00769
             2016 11 05,0.00189
             2016 11 02,0.00365
             2016 11 01,0.00115
             2016 10 31,0.05231
             2016 10 30,0.08551
             2016 10 27,0.04275
             2016 10 25,0.0753
             2016 10 23,0.04439
             2016 10 21,0.04318
             2016 10 21,0.00776
             2016 10 20,0.06975
             2016 10 19,0.00943
             2016 10 16,0.1148
             2016 10 09,0.02695
             2016 10 12,0.01676
             2016 10 09,0.01907
             2016 10 09,0.00064
             2016 10 08,0.01844
             2016 10 08,0.01493
             2016 10 04,0.02402
             2016 10 04,0.00695
             2016 09 25,0.07285
             2016 09 26,0.00181
             2016 09 25,0.00573
             2016 09 11,0.02138
             2016 09 10,0.02714
             2016 09 08,0.00814
             2016 09 05,0.00163
             2016 09 04,0.04438
             2016 09 04,0.03659
             2016 09 05,0.00017
             2016 09 03,0.02426
             2016 09 02,0.05602
             2016 08 27,0.00127
             2016 08 02,0.04866
             2016 08 02,0.07114
             2016 07 09,0.01235
             2016 07 09,0.00135
             2016 07 05,0.10182
             2016 07 05,0.01876
             2016 07 05,0.04724
             2016 07 03,0.0376
             2016 06 16,0.02116
             2016 06 08,0.02104
             2016 06 06,0.00824
             2016 06 02,0.02515
             2016 06 03,0.03282
             2016 06 02,0.26036
             2016 05 22,0.02367
             2016 05 28,0.00285
             2016 05 01,0.03662
             2016 05 11,0.01477
             2016 05 10,0.00975
             2016 05 08,0.01947
             2016 05 04,0.03512
             2016 05 04,0.12526
             2016 05 04,0.20462
             2016 05 04,0.05308
             2016 05 03,0.01819
             2016 05 03,0.06455
             2016 05 03,0.06483
             2016 05 02,0.02917
             2016 05 01,0.11177
             2016 05 02,0.00991
             2016 04 30,0.24952
             2016 04 30,0.00499
             2016 04 27,0.03838
             2016 04 27,0.05512
             2016 04 27,0.00073
             2016 04 25,0.00461
             2016 04 19,0.01071
             2016 04 14,0.02183
             2016 04 11,0.04557
             2016 04 05,0.01869
             2016 04 05,0.07526
             2016 04 03,0.03101
             2016 04 02,0.01059
             2016 04 03,0.04946
             2016 03 31,0.04537
             2016 03 31,0.0367
             2016 03 30,0.00171
             2016 03 30,0.00967
             2016 03 29,0.08857
             2016 03 28,0.01853
             2016 03 28,0.13435
             2016 03 17,0.00539
             2016 03 16,0.02716
             2016 03 06,0.02872
             2016 03 14,0.00449
             2016 03 10,0.04073
             2016 03 13,0.01596
             2016 03 12,0.01824
             2016 03 10,0.00666
             2016 03 06,0.16138
             2016 03 10,0.0164
             2016 03 10,0.00298
             2016 03 06,0.03899
             2016 03 07,0.06348
             2016 03 03,0.02701
             2016 03 03,0.01833
             2016 03 03,0.05151
             2016 03 02,0.0093
             2016 02 28,0.02211
             2016 02 18,0.04842
             2016 02 16,0.00061
             2016 02 15,0.00003
             2016 02 10,0.24822
             2016 02 13,0.00521
             2016 02 10,0.0695
             2016 02 08,0.02757
             2016 02 08,0.00361
             2016 02 03,0.00401
             2016 02 03,0.00144
             2016 02 03,0.00117
             2016 01 30,0.13856
             2016 01 28,0.04068
             2016 01 23,0.00992
             2016 01 18,0.01338
             2016 01 15,0.03864
             2016 01 14,0.00966
             2016 01 13,0.07222
             2016 01 07,0.01853
             2016 01 08,0.01152
             2016 01 03,0.0916
             2016 01 02,0.11911
             2016 01 01,0.00657
             2016 01 01,0.00832
             2015 12 24,0.00616
             2015 12 18,0.02965
             2015 12 17,0.00622
             2015 12 16,0.09313
             2015 12 16,0.00368
             2015 12 12,0.19637
             2015 12 13,0.00096
             2015 12 14,0.06148
             2015 12 10,0.00582
             2015 12 09,0.19492
             2015 12 08,0.00233
             2015 12 08,0.20604
             2015 12 08,0.00459
             2015 12 06,0.06794
             2015 12 04,0.24855
             2015 12 05,0.01576
             2015 12 04,0.07658
             2015 12 03,0.0811
             2015 12 03,0.0625
             2015 12 03,0.04928
