ds,y
"2016,12,01",0.098843
"2016,12,02",0.045298
"2016,12,03",0.006699
"2016,12,04",0.08448
"2016,12,05",0.070859
"2016,12,06",0.099475
"2016,12,07",0.022997
"2016,12,08",0.08801
"2016,12,09",0.088081
"2016,12,10",0.065279
